Time,alt_msl_ft,ias_kt,vs_fps,pitch_deg,roll_deg,throttle
53.625,542.9373172,57.88613702,-4.030473423,1.173586496,0.2201686592,0.4570203644
53.8083,542.1374835,57.73989429,-3.975560599,1.18197036,0.2508132433,0.4570203644
54.0083,541.3441174,57.59781647,-3.963423479,1.173717404,0.2773480896,0.4570203644
54.2083,540.5495299,57.4604082,-3.985693753,1.155396796,0.3016704829,0.4570203644
54.4083,539.7476244,57.32797609,-4.035079201,1.128528797,0.322009178,0.4570203644
54.6083,538.9336369,57.2008204,-4.103370232,1.089819474,0.3193829375,0.4570203644
54.8083,538.1035224,57.08046113,-4.200657848,1.001379328,0.2716958075,0.4570203644
55.0083,537.2487573,56.96948888,-4.347510105,0.8781942924,0.2046857625,0.4570203644
55.2083,536.3601049,56.86904967,-4.536639656,0.7411760822,0.1369822061,0.4570203644
55.4083,535.430326,56.77945009,-4.756312069,0.5988770743,0.07381347275,0.4570203644
55.6083,534.4543839,56.70071559,-4.996489379,0.4535685903,0.01611219716,0.4570203644
55.8083,533.4289156,56.63284323,-5.250253513,0.3050945264,-0.03670525178,0.4570203644
56.0083,532.3512524,56.57571422,-5.522382764,0.1688676101,-0.09070287156,0.4570203644
56.2167,531.172927,56.52391295,-5.771198185,0.1229623175,-0.1691989728,0.4570203644
56.4083,530.0498395,56.48056073,-5.944314222,0.0434347387,-0.2790721169,0.4570203644
56.6167,528.7892034,56.44226514,-6.159748738,-0.1062883655,-0.4183186717,0.4570203644
56.8083,527.5340523,56.4144477,-6.381431955,-0.1997800228,-0.5332351145,0.4570203644
57.0083,526.2929902,56.39335686,-6.56230251,-0.2796986688,-0.6119420053,0.4570203644
57.2083,524.9614268,56.37783499,-6.746529533,-0.3842454777,-0.6561061188,0.4570203644
57.4167,523.5346889,56.36969869,-6.945045286,-0.5034348144,-0.686157289,0.4570203644
57.6083,522.185332,56.36893604,-7.12589983,-0.5816353985,-0.7141045746,0.4570203644
57.8083,520.7428851,56.37280164,-7.291816677,-0.628244478,-0.7417913232,0.4570203644
58.0167,519.2713878,56.37877691,-7.415954806,-0.626929246,-0.7697579919,0.4570203644
58.2083,517.7803106,56.38424621,-7.4888864,-0.5905686802,-0.8054952474,0.4570203644
58.4083,516.2797402,56.38750676,-7.5150165,-0.5371109912,-0.8398655236,0.4570203644
58.6083,514.7778375,56.38698773,-7.502081494,-0.4453452114,-0.8548177262,0.4570203644
58.8083,513.2846933,56.37959103,-7.429743295,-0.3174434008,-0.8626539135,0.4570203644
59.0083,511.811024,56.36408707,-7.310893342,-0.1864359706,-0.8735994937,0.4570203644
59.2083,510.363798,56.34068984,-7.167435278,-0.05387908576,-0.8887390579,0.4570203644
59.4083,508.94787,56.30901795,-6.997984858,0.08230225631,-0.906946599,0.4570203644
59.6083,507.5668152,56.26998811,-6.82298387,0.1934908999,-0.9154695242,0.4570203644
59.8083,506.2196574,56.22471046,-6.655861743,0.3046944916,-0.8680937924,0.4570203644
60.0083,504.9059248,56.1730222,-6.487725398,0.4192962607,-0.7597164633,0.4570203644
60.2083,503.6257429,56.11515845,-6.320358567,0.5307519546,-0.635927786,0.4570203644
60.4083,502.3786006,56.05165161,-6.157450776,0.6360802582,-0.5138062225,0.4570203644
60.6083,501.1632162,55.98311533,-6.004029768,0.7354899233,-0.3984165929,0.4570203644
60.8083,499.9777005,55.90954033,-5.856554202,0.8470438126,-0.2907357585,0.4570203644
61.0083,498.82205,55.83034824,-5.70600508,0.963242148,-0.1905056403,0.4570203644
61.2167,497.6502487,55.74205183,-5.549954487,1.078217933,-0.09260608541,0.4570203644
61.4083,496.6003275,55.65614013,-5.412491948,1.174420018,-0.006575877474,0.4570203644
61.6083,495.5317572,55.56241577,-5.27992496,1.263863274,0.08103814945,0.4570203644
61.8083,494.4882414,55.46524996,-5.161555051,1.342232977,0.1682249627,0.4570203644
62.0083,493.4667399,55.3653508,-5.059155988,1.409943809,0.2564053813,0.4570203644
